Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
entropy_kozachenko,lateraloccipital,lateraloccipital,Univariate,1.4322202600365648,lateraloccipital,135932
AIS_kraskov,lateraloccipital,lateraloccipital,Univariate,0.7201248246362875,lateraloccipital,135932
entropy_kozachenko,parsopercularis,parsopercularis,Univariate,1.43526559965807,parsopercularis,135932
AIS_kraskov,parsopercularis,parsopercularis,Univariate,0.3059346871538011,parsopercularis,135932
je_kozachenko,lateraloccipital,parsopercularis,Bivariate,2.809059477290942,,135932
si_kozachenko_k-1,lateraloccipital,parsopercularis,Bivariate,0.17661428779711352,,135932
mi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.01546870899199071,,135932
tlmi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.04189863079336398,,135932
di_kozachenko,lateraloccipital,parsopercularis,Bivariate,0.19231866974894274,,135932
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,4.290463642884738e-05,,135932
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,-0.009746982998970255,,135932
ce_kozachenko,lateraloccipital,parsopercularis,Bivariate,1.4049943801587728,,135932
cce_kozachenko,lateraloccipital,parsopercularis,Bivariate,6.048272254257791,,135932
entropy_kozachenko,postcentral,postcentral,Univariate,1.4254092384494292,postcentral,135932
AIS_kraskov,postcentral,postcentral,Univariate,0.6965634248825037,postcentral,135932
je_kozachenko,lateraloccipital,postcentral,Bivariate,2.708305149182529,,135932
si_kozachenko_k-1,lateraloccipital,postcentral,Bivariate,-0.10426457096585517,,135932
mi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.06671354869959423,,135932
tlmi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.04014919895578828,,135932
di_kozachenko,lateraloccipital,postcentral,Bivariate,0.7492383401721483,,135932
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.004892943371927346,,135932
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,-0.013877137734958245,,135932
ce_kozachenko,lateraloccipital,postcentral,Bivariate,1.3042183330303803,,135932
cce_kozachenko,lateraloccipital,postcentral,Bivariate,4.434723036177735,,135932
entropy_kozachenko,isthmuscingulate,isthmuscingulate,Univariate,1.480263861758777,isthmuscingulate,135932
AIS_kraskov,isthmuscingulate,isthmuscingulate,Univariate,0.267513670308988,isthmuscingulate,135932
