Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
entropy_kozachenko,lateraloccipital,lateraloccipital,Univariate,1.4669179677799793,lateraloccipital,756055
AIS_kraskov,lateraloccipital,lateraloccipital,Univariate,0.397979173846573,lateraloccipital,756055
entropy_kozachenko,parsopercularis,parsopercularis,Univariate,1.4097290813410979,parsopercularis,756055
AIS_kraskov,parsopercularis,parsopercularis,Univariate,0.10286474774269827,parsopercularis,756055
je_kozachenko,lateraloccipital,parsopercularis,Bivariate,2.854308197847701,,756055
si_kozachenko_k-1,lateraloccipital,parsopercularis,Bivariate,0.06821279393961577,,756055
mi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.014407184730098166,,756055
tlmi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.03639008254774012,,756055
di_kozachenko,lateraloccipital,parsopercularis,Bivariate,-0.17799034227598654,,756055
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.0009389543180246732,,756055
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.01074997387372112,,756055
ce_kozachenko,lateraloccipital,parsopercularis,Bivariate,1.4612533241337755,,756055
cce_kozachenko,lateraloccipital,parsopercularis,Bivariate,6.861139873909982,,756055
entropy_kozachenko,postcentral,postcentral,Univariate,1.4294370098790523,postcentral,756055
AIS_kraskov,postcentral,postcentral,Univariate,0.5262651646121252,postcentral,756055
je_kozachenko,lateraloccipital,postcentral,Bivariate,2.7911078456731144,,756055
si_kozachenko_k-1,lateraloccipital,postcentral,Bivariate,-0.08871793204172596,,756055
mi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,-0.014352828104733817,,756055
tlmi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.019884733905664476,,756055
di_kozachenko,lateraloccipital,postcentral,Bivariate,0.4556861867957318,,756055
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.00010054914630903748,,756055
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,-0.002444289822713497,,756055
ce_kozachenko,lateraloccipital,postcentral,Bivariate,1.3980123758068737,,756055
cce_kozachenko,lateraloccipital,postcentral,Bivariate,5.01147654922435,,756055
entropy_kozachenko,isthmuscingulate,isthmuscingulate,Univariate,1.4275575552454631,isthmuscingulate,756055
AIS_kraskov,isthmuscingulate,isthmuscingulate,Univariate,0.12480922240192882,isthmuscingulate,756055
je_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,2.798410755448034,,756055
si_kozachenko_k-1,lateraloccipital,isthmuscingulate,Bivariate,0.1334641279670099,,756055
mi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,0.02282918910481868,,756055
tlmi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,-0.008759745405262365,,756055
di_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,0.07701511982738563,,756055
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.0038810592436071332,,756055
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.025295157506667554,,756055
ce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,1.4052986956359743,,756055
cce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,6.629138536945302,,756055
entropy_kozachenko,posteriorcingulate,posteriorcingulate,Univariate,1.4847796093614622,posteriorcingulate,756055
AIS_kraskov,posteriorcingulate,posteriorcingulate,Univariate,0.004320951954847274,posteriorcingulate,756055
je_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,2.8819664194509165,,756055
si_kozachenko_k-1,lateraloccipital,posteriorcingulate,Bivariate,0.10121845590080936,,756055
mi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,-0.018122543400886926,,756055
tlmi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,0.011472948340999878,,756055
di_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,-0.1490008271137322,,756055
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,posteriorcingulate,Bivariate,3.516148196053193e-06,,756055
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,posteriorcingulate,Bivariate,0.0043276066323547635,,756055
ce_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,1.488910488919338,,756055
cce_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,7.149967293632788,,756055
entropy_kozachenko,inferiortemporal,inferiortemporal,Univariate,1.378094879282485,inferiortemporal,756055
AIS_kraskov,inferiortemporal,inferiortemporal,Univariate,0.02969751508560492,inferiortemporal,756055
je_kozachenko,lateraloccipital,inferiortemporal,Bivariate,2.777943125562022,,756055
si_kozachenko_k-1,lateraloccipital,inferiortemporal,Bivariate,0.08082315056246392,,756055
mi_kraskov_NN-4,lateraloccipital,inferiortemporal,Bivariate,-0.014044171673573302,,756055
tlmi_kraskov_NN-4,lateraloccipital,inferiortemporal,Bivariate,-0.0011097157911059696,,756055
di_kozachenko,lateraloccipital,inferiortemporal,Bivariate,-0.12367832411631685,,756055
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiortemporal,Bivariate,5.75639566090707e-05,,756055
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiortemporal,Bivariate,0.007409419587450783,,756055
ce_kozachenko,lateraloccipital,inferiortemporal,Bivariate,1.3848313035789421,,756055
cce_kozachenko,lateraloccipital,inferiortemporal,Bivariate,7.135217258714828,,756055
entropy_kozachenko,inferiorparietal,inferiorparietal,Univariate,1.4335539978221892,inferiorparietal,756055
AIS_kraskov,inferiorparietal,inferiorparietal,Univariate,0.5516869498446333,inferiorparietal,756055
je_kozachenko,lateraloccipital,inferiorparietal,Bivariate,2.829476519645198,,756055
si_kozachenko_k-1,lateraloccipital,inferiorparietal,Bivariate,0.04143458917643139,,756055
mi_kraskov_NN-4,lateraloccipital,inferiorparietal,Bivariate,0.003693481797180098,,756055
tlmi_kraskov_NN-4,lateraloccipital,inferiorparietal,Bivariate,-0.02545048385526094,,756055
di_kozachenko,lateraloccipital,inferiorparietal,Bivariate,0.3634718149459575,,756055
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiorparietal,Bivariate,0.0023668504512804186,,756055
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiorparietal,Bivariate,0.011941622809422459,,756055
ce_kozachenko,lateraloccipital,inferiorparietal,Bivariate,1.4363605283195082,,756055
cce_kozachenko,lateraloccipital,inferiorparietal,Bivariate,5.159568746981206,,756055
entropy_kozachenko,fusiform,fusiform,Univariate,1.439929893779504,fusiform,756055
AIS_kraskov,fusiform,fusiform,Univariate,0.04593157367527212,fusiform,756055
je_kozachenko,lateraloccipital,fusiform,Bivariate,2.811159228539562,,756055
si_kozachenko_k-1,lateraloccipital,fusiform,Bivariate,0.08394147232539995,,756055
mi_kraskov_NN-4,lateraloccipital,fusiform,Bivariate,0.021536126197228,,756055
tlmi_kraskov_NN-4,lateraloccipital,fusiform,Bivariate,0.061932346644528735,,756055
di_kozachenko,lateraloccipital,fusiform,Bivariate,0.036026996877691175,,756055
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,fusiform,Bivariate,0.00302080797798396,,756055
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,fusiform,Bivariate,0.016616630810910804,,756055
ce_kozachenko,lateraloccipital,fusiform,Bivariate,1.4180304236282804,,756055
cce_kozachenko,lateraloccipital,fusiform,Bivariate,6.884069704213413,,756055
entropy_kozachenko,lateralorbitofrontal,lateralorbitofrontal,Univariate,1.4753212310687704,lateralorbitofrontal,756055
AIS_kraskov,lateralorbitofrontal,lateralorbitofrontal,Univariate,0.033820388728893036,lateralorbitofrontal,756055
je_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,2.802475224338544,,756055
si_kozachenko_k-1,lateraloccipital,lateralorbitofrontal,Bivariate,0.001852799884003442,,756055
mi_kraskov_NN-4,lateraloccipital,lateralorbitofrontal,Bivariate,0.024265172763454856,,756055
tlmi_kraskov_NN-4,lateraloccipital,lateralorbitofrontal,Bivariate,-0.00469182784970279,,756055
di_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,-0.21298435649176284,,756055
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,lateralorbitofrontal,Bivariate,6.171600913211522e-05,,756055
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,lateralorbitofrontal,Bivariate,-0.012340453335308421,,756055
ce_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,1.4093351424632554,,756055
cce_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,7.232086929076312,,756055
entropy_kozachenko,precentral,precentral,Univariate,1.4193319420491868,precentral,756055
AIS_kraskov,precentral,precentral,Univariate,0.4352765742256475,precentral,756055
je_kozachenko,lateraloccipital,precentral,Bivariate,2.742693123450048,,756055
si_kozachenko_k-1,lateraloccipital,precentral,Bivariate,0.016260498535546564,,756055
mi_kraskov_NN-4,lateraloccipital,precentral,Bivariate,0.020948645856444514,,756055
tlmi_kraskov_NN-4,lateraloccipital,precentral,Bivariate,-0.007865705273788492,,756055
di_kozachenko,lateraloccipital,precentral,Bivariate,0.5220723926691466,,756055
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,precentral,Bivariate,0.0008293021065602422,,756055
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,precentral,Bivariate,0.007025650802745531,,756055
ce_kozachenko,lateraloccipital,precentral,Bivariate,1.3496263445085002,,756055
cce_kozachenko,lateraloccipital,precentral,Bivariate,5.266554448105035,,756055
entropy_kozachenko,rostralmiddlefrontal,rostralmiddlefrontal,Univariate,1.4086534214185065,rostralmiddlefrontal,756055
AIS_kraskov,rostralmiddlefrontal,rostralmiddlefrontal,Univariate,0.41729311013839876,rostralmiddlefrontal,756055
je_kozachenko,lateraloccipital,rostralmiddlefrontal,Bivariate,2.7953567314811036,,756055
si_kozachenko_k-1,lateraloccipital,rostralmiddlefrontal,Bivariate,0.10989232923270142,,756055
mi_kraskov_NN-4,lateraloccipital,rostralmiddlefrontal,Bivariate,0.03957125286191854,,756055
tlmi_kraskov_NN-4,lateraloccipital,rostralmiddlefrontal,Bivariate,-0.009250540191306555,,756055
di_kozachenko,lateraloccipital,rostralmiddlefrontal,Bivariate,0.4519682420007003,,756055
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,rostralmiddlefrontal,Bivariate,0.00028359215259642334,,756055
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,rostralmiddlefrontal,Bivariate,-0.0011580284610976932,,756055
ce_kozachenko,lateraloccipital,rostralmiddlefrontal,Bivariate,1.4022726573939743,,756055
cce_kozachenko,lateraloccipital,rostralmiddlefrontal,Bivariate,5.4443644062540315,,756055
entropy_kozachenko,lingual,lingual,Univariate,1.3925434270488841,lingual,756055
AIS_kraskov,lingual,lingual,Univariate,0.30798493607244115,lingual,756055
je_kozachenko,lateraloccipital,lingual,Bivariate,2.774101245197777,,756055
si_kozachenko_k-1,lateraloccipital,lingual,Bivariate,-0.09837770113695798,,756055
mi_kraskov_NN-4,lateraloccipital,lingual,Bivariate,-0.006463683291183742,,756055
tlmi_kraskov_NN-4,lateraloccipital,lingual,Bivariate,-0.013406476082879593,,756055
di_kozachenko,lateraloccipital,lingual,Bivariate,0.3364021448749064,,756055
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,lingual,Bivariate,0.000438479950686517,,756055
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,lingual,Bivariate,-0.015415911675405347,,756055
ce_kozachenko,lateraloccipital,lingual,Bivariate,1.380988633049291,,756055
cce_kozachenko,lateraloccipital,lingual,Bivariate,5.8360482031497956,,756055
entropy_kozachenko,precuneus,precuneus,Univariate,1.3689718254841337,precuneus,756055
AIS_kraskov,precuneus,precuneus,Univariate,0.42883923426937365,precuneus,756055
je_kozachenko,lateraloccipital,precuneus,Bivariate,2.7080160654415484,,756055
si_kozachenko_k-1,lateraloccipital,precuneus,Bivariate,0.05263881608207788,,756055
mi_kraskov_NN-4,lateraloccipital,precuneus,Bivariate,0.05143949217571375,,756055
tlmi_kraskov_NN-4,lateraloccipital,precuneus,Bivariate,0.02541077735895847,,756055
di_kozachenko,lateraloccipital,precuneus,Bivariate,0.47137864156287446,,756055
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,precuneus,Bivariate,0.0020328611262949267,,756055
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,precuneus,Bivariate,0.0021908368054002203,,756055
ce_kozachenko,lateraloccipital,precuneus,Bivariate,1.3148931671657746,,756055
cce_kozachenko,lateraloccipital,precuneus,Bivariate,5.399728074179011,,756055
entropy_kozachenko,caudalmiddlefrontal,caudalmiddlefrontal,Univariate,1.3650007094097845,caudalmiddlefrontal,756055
AIS_kraskov,caudalmiddlefrontal,caudalmiddlefrontal,Univariate,0.24364366531968962,caudalmiddlefrontal,756055
je_kozachenko,lateraloccipital,caudalmiddlefrontal,Bivariate,2.855441422518181,,756055
