Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
entropy_kozachenko,lateraloccipital,lateraloccipital,Univariate,1.4373239383918532,lateraloccipital,199655
AIS_kraskov,lateraloccipital,lateraloccipital,Univariate,0.40885149912578456,lateraloccipital,199655
entropy_kozachenko,parsopercularis,parsopercularis,Univariate,1.3260973086828702,parsopercularis,199655
AIS_kraskov,parsopercularis,parsopercularis,Univariate,0.1073877125503504,parsopercularis,199655
je_kozachenko,lateraloccipital,parsopercularis,Bivariate,2.8471860460786167,,199655
si_kozachenko_k-1,lateraloccipital,parsopercularis,Bivariate,0.2978556961561094,,199655
mi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.045879143216749796,,199655
tlmi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.034726372078351275,,199655
di_kozachenko,lateraloccipital,parsopercularis,Bivariate,0.014614009222689184,,199655
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.00688620657889183,,199655
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,-0.012208645851775612,,199655
ce_kozachenko,lateraloccipital,parsopercularis,Bivariate,1.3982309788187304,,199655
cce_kozachenko,lateraloccipital,parsopercularis,Bivariate,6.650890580137206,,199655
entropy_kozachenko,postcentral,postcentral,Univariate,1.4071762280224567,postcentral,199655
AIS_kraskov,postcentral,postcentral,Univariate,0.3209589981169829,postcentral,199655
je_kozachenko,lateraloccipital,postcentral,Bivariate,2.737856621228955,,199655
si_kozachenko_k-1,lateraloccipital,postcentral,Bivariate,0.06194376336319918,,199655
mi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.03006009287642719,,199655
tlmi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.02435821498410995,,199655
di_kozachenko,lateraloccipital,postcentral,Bivariate,0.632112073194758,,199655
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.0020749460227478447,,199655
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,-0.008923704639952179,,199655
ce_kozachenko,lateraloccipital,postcentral,Bivariate,1.2889002770191937,,199655
cce_kozachenko,lateraloccipital,postcentral,Bivariate,5.372101527744594,,199655
entropy_kozachenko,isthmuscingulate,isthmuscingulate,Univariate,1.382798896604176,isthmuscingulate,199655
AIS_kraskov,isthmuscingulate,isthmuscingulate,Univariate,0.10341832750395419,isthmuscingulate,199655
je_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,2.7869698037254493,,199655
si_kozachenko_k-1,lateraloccipital,isthmuscingulate,Bivariate,-6.625954480155016e-05,,199655
mi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,0.04027664617186488,,199655
tlmi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,0.004824434002305367,,199655
di_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,0.064422349668523,,199655
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.002903051773560312,,199655
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,-0.011065259765861812,,199655
ce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,1.338019732163342,,199655
cce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,6.691689071888629,,199655
entropy_kozachenko,posteriorcingulate,posteriorcingulate,Univariate,1.3599323921847217,posteriorcingulate,199655
AIS_kraskov,posteriorcingulate,posteriorcingulate,Univariate,-0.008135275148001497,posteriorcingulate,199655
je_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,2.79511673064822,,199655
si_kozachenko_k-1,lateraloccipital,posteriorcingulate,Bivariate,0.035198388453344887,,199655
mi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,0.023754217559551094,,199655
tlmi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,0.022791447178377666,,199655
di_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,-0.17709728901340505,,199655
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,posteriorcingulate,Bivariate,0.004437279785460356,,199655
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,posteriorcingulate,Bivariate,0.005931406707028408,,199655
ce_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,1.3461677843512017,,199655
cce_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,7.164120078450235,,199655
entropy_kozachenko,inferiortemporal,inferiortemporal,Univariate,1.4400274150213166,inferiortemporal,199655
AIS_kraskov,inferiortemporal,inferiortemporal,Univariate,-0.005395665562426544,inferiortemporal,199655
je_kozachenko,lateraloccipital,inferiortemporal,Bivariate,2.8110901790752414,,199655
si_kozachenko_k-1,lateraloccipital,inferiortemporal,Bivariate,0.06436512242599024,,199655
