Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
entropy_kozachenko,lateraloccipital,lateraloccipital,Univariate,1.4161730513807882,lateraloccipital,117122
AIS_kraskov,lateraloccipital,lateraloccipital,Univariate,0.5718558457434613,lateraloccipital,117122
entropy_kozachenko,parsopercularis,parsopercularis,Univariate,1.4237828321137505,parsopercularis,117122
AIS_kraskov,parsopercularis,parsopercularis,Univariate,0.16414162184198489,parsopercularis,117122
je_kozachenko,lateraloccipital,parsopercularis,Bivariate,2.820840334994737,,117122
si_kozachenko_k-1,lateraloccipital,parsopercularis,Bivariate,-0.11061028499208225,,117122
mi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,-0.005466598482041007,,117122
tlmi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.02174931268035074,,117122
di_kozachenko,lateraloccipital,parsopercularis,Bivariate,0.347286198846648,,117122
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.0005761535217316191,,117122
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.0071312903180869025,,117122
ce_kozachenko,lateraloccipital,parsopercularis,Bivariate,1.3669747406130486,,117122
cce_kozachenko,lateraloccipital,parsopercularis,Bivariate,6.250264371776829,,117122
entropy_kozachenko,postcentral,postcentral,Univariate,1.4085632775602717,postcentral,117122
AIS_kraskov,postcentral,postcentral,Univariate,0.5387741334386291,postcentral,117122
je_kozachenko,lateraloccipital,postcentral,Bivariate,2.8771617328516466,,117122
si_kozachenko_k-1,lateraloccipital,postcentral,Bivariate,-0.01822903727563885,,117122
mi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,-0.007063904509179153,,117122
tlmi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,-0.0015540327011809296,,117122
di_kozachenko,lateraloccipital,postcentral,Bivariate,0.47763451273639834,,117122
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,1.1054897951749047e-07,,117122
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.0038474229229021883,,117122
ce_kozachenko,lateraloccipital,postcentral,Bivariate,1.4232961375116138,,117122
cce_kozachenko,lateraloccipital,postcentral,Bivariate,5.0719066091229585,,117122
entropy_kozachenko,isthmuscingulate,isthmuscingulate,Univariate,1.395271523700341,isthmuscingulate,117122
AIS_kraskov,isthmuscingulate,isthmuscingulate,Univariate,0.1237926889715748,isthmuscingulate,117122
je_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,2.787026373693869,,117122
si_kozachenko_k-1,lateraloccipital,isthmuscingulate,Bivariate,-0.04598375396761911,,117122
mi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,0.012481390573507056,,117122
tlmi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,0.02111971768157872,,117122
di_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,0.02614396913085315,,117122
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.0007436260157694231,,117122
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,-0.004766207270778144,,117122
ce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,1.3331642750077273,,117122
cce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,6.597894480880321,,117122
entropy_kozachenko,posteriorcingulate,posteriorcingulate,Univariate,1.414825590116167,posteriorcingulate,117122
AIS_kraskov,posteriorcingulate,posteriorcingulate,Univariate,0.08823651620495987,posteriorcingulate,117122
je_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,2.795649716101958,,117122
si_kozachenko_k-1,lateraloccipital,posteriorcingulate,Bivariate,0.004521581560411381,,117122
mi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,0.014685628953595042,,117122
