Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
entropy_kozachenko,lateraloccipital,lateraloccipital,Univariate,1.426640533728798,lateraloccipital,198451
AIS_kraskov,lateraloccipital,lateraloccipital,Univariate,0.38606486822970165,lateraloccipital,198451
entropy_kozachenko,parsopercularis,parsopercularis,Univariate,1.4107853564993853,parsopercularis,198451
AIS_kraskov,parsopercularis,parsopercularis,Univariate,0.11339325127640887,parsopercularis,198451
je_kozachenko,lateraloccipital,parsopercularis,Bivariate,2.8472665481993196,,198451
si_kozachenko_k-1,lateraloccipital,parsopercularis,Bivariate,-0.08417827104355657,,198451
mi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.016477130230756032,,198451
tlmi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.003939894841881397,,198451
di_kozachenko,lateraloccipital,parsopercularis,Bivariate,-0.024657782943775075,,198451
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.000603721140208477,,198451
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.028132681480723676,,198451
ce_kozachenko,lateraloccipital,parsopercularis,Bivariate,1.448902311788499,,198451
cce_kozachenko,lateraloccipital,parsopercularis,Bivariate,6.771165963416044,,198451
entropy_kozachenko,postcentral,postcentral,Univariate,1.4054884367436369,postcentral,198451
AIS_kraskov,postcentral,postcentral,Univariate,0.4630979354158802,postcentral,198451
je_kozachenko,lateraloccipital,postcentral,Bivariate,2.778468976515699,,198451
si_kozachenko_k-1,lateraloccipital,postcentral,Bivariate,-0.030772380807898347,,198451
mi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.01890090714268311,,198451
tlmi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.0030228498413809035,,198451
di_kozachenko,lateraloccipital,postcentral,Bivariate,0.4820313857646541,,198451
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.00016365032484670292,,198451
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.0021412543184355926,,198451
ce_kozachenko,lateraloccipital,postcentral,Bivariate,1.380059640570558,,198451
cce_kozachenko,lateraloccipital,postcentral,Bivariate,5.280122589936214,,198451
entropy_kozachenko,isthmuscingulate,isthmuscingulate,Univariate,1.4119195194335976,isthmuscingulate,198451
AIS_kraskov,isthmuscingulate,isthmuscingulate,Univariate,0.19307086104708748,isthmuscingulate,198451
je_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,2.8311224015588663,,198451
si_kozachenko_k-1,lateraloccipital,isthmuscingulate,Bivariate,-0.017207769022019814,,198451
