Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
entropy_kozachenko,lateraloccipital,lateraloccipital,Univariate,1.3969084857786624,lateraloccipital,149539
AIS_kraskov,lateraloccipital,lateraloccipital,Univariate,0.21802546331603168,lateraloccipital,149539
entropy_kozachenko,parsopercularis,parsopercularis,Univariate,1.4689668163543335,parsopercularis,149539
AIS_kraskov,parsopercularis,parsopercularis,Univariate,0.10032428646047897,parsopercularis,149539
je_kozachenko,lateraloccipital,parsopercularis,Bivariate,2.8337978657974845,,149539
si_kozachenko_k-1,lateraloccipital,parsopercularis,Bivariate,-0.018189766871920643,,149539
mi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.02027628668539805,,149539
tlmi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.015665681643584506,,149539
di_kozachenko,lateraloccipital,parsopercularis,Bivariate,0.14600406361307972,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.00010354680793168771,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,-0.018042533504213365,,149539
ce_kozachenko,lateraloccipital,parsopercularis,Bivariate,1.40788914337524,,149539
cce_kozachenko,lateraloccipital,parsopercularis,Bivariate,6.623249404637274,,149539
entropy_kozachenko,postcentral,postcentral,Univariate,1.3903188055984161,postcentral,149539
AIS_kraskov,postcentral,postcentral,Univariate,0.35716553119386063,postcentral,149539
je_kozachenko,lateraloccipital,postcentral,Bivariate,2.716848722920498,,149539
si_kozachenko_k-1,lateraloccipital,postcentral,Bivariate,-0.09156050814179961,,149539
mi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.07599873977115834,,149539
tlmi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,8.09133259753736e-05,,149539
di_kozachenko,lateraloccipital,postcentral,Bivariate,0.4117134517333447,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.002373650244807932,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,-0.011212905769368398,,149539
ce_kozachenko,lateraloccipital,postcentral,Bivariate,1.2909517896123757,,149539
cce_kozachenko,lateraloccipital,postcentral,Bivariate,5.678763081442698,,149539
entropy_kozachenko,isthmuscingulate,isthmuscingulate,Univariate,1.3778483857298234,isthmuscingulate,149539
AIS_kraskov,isthmuscingulate,isthmuscingulate,Univariate,0.13736991527940123,isthmuscingulate,149539
je_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,2.8007241309894177,,149539
si_kozachenko_k-1,lateraloccipital,isthmuscingulate,Bivariate,0.05619253647087019,,149539
mi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,-0.007371251811814972,,149539
tlmi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,-0.01309868842718842,,149539
di_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,0.1505057649028192,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.0035032090204043273,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.036206397138133006,,149539
ce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,1.3748495501813136,,149539
cce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,6.359473327715357,,149539
entropy_kozachenko,posteriorcingulate,posteriorcingulate,Univariate,1.3551880712366824,posteriorcingulate,149539
AIS_kraskov,posteriorcingulate,posteriorcingulate,Univariate,0.029078452266510624,posteriorcingulate,149539
je_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,2.8930540471170825,,149539
si_kozachenko_k-1,lateraloccipital,posteriorcingulate,Bivariate,-0.03412451128283811,,149539
mi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,0.008376040936767026,,149539
tlmi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,0.006591236687460977,,149539
di_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,-0.1729543105518747,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,posteriorcingulate,Bivariate,0.00650741487852146,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,posteriorcingulate,Bivariate,-0.0039371230145419656,,149539
ce_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,1.467173691055709,,149539
cce_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,7.204278782887474,,149539
entropy_kozachenko,inferiortemporal,inferiortemporal,Univariate,1.4665198523139518,inferiortemporal,149539
AIS_kraskov,inferiortemporal,inferiortemporal,Univariate,0.08206455838656623,inferiortemporal,149539
je_kozachenko,lateraloccipital,inferiortemporal,Bivariate,2.776119409859063,,149539
si_kozachenko_k-1,lateraloccipital,inferiortemporal,Bivariate,-0.04380686062363148,,149539
mi_kraskov_NN-4,lateraloccipital,inferiortemporal,Bivariate,0.03064510657762831,,149539
tlmi_kraskov_NN-4,lateraloccipital,inferiortemporal,Bivariate,0.007640204282683527,,149539
di_kozachenko,lateraloccipital,inferiortemporal,Bivariate,-0.051884772823873604,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiortemporal,Bivariate,0.0009285007267411907,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiortemporal,Bivariate,0.013489927344701336,,149539
ce_kozachenko,lateraloccipital,inferiortemporal,Bivariate,1.3502776058928805,,149539
cce_kozachenko,lateraloccipital,inferiortemporal,Bivariate,6.858461315208146,,149539
entropy_kozachenko,inferiorparietal,inferiorparietal,Univariate,1.3970675641140744,inferiorparietal,149539
AIS_kraskov,inferiorparietal,inferiorparietal,Univariate,0.2893975752000486,inferiorparietal,149539
je_kozachenko,lateraloccipital,inferiorparietal,Bivariate,2.76559050720249,,149539
si_kozachenko_k-1,lateraloccipital,inferiorparietal,Bivariate,0.02436427844596123,,149539
mi_kraskov_NN-4,lateraloccipital,inferiorparietal,Bivariate,-0.004791033764984576,,149539
tlmi_kraskov_NN-4,lateraloccipital,inferiorparietal,Bivariate,-0.010776548993568724,,149539
di_kozachenko,lateraloccipital,inferiorparietal,Bivariate,0.4000466277228192,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiorparietal,Bivariate,0.0002827844467795902,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiorparietal,Bivariate,0.018474262992335344,,149539
ce_kozachenko,lateraloccipital,inferiorparietal,Bivariate,1.3397016440790215,,149539
cce_kozachenko,lateraloccipital,inferiorparietal,Bivariate,5.841481475796151,,149539
entropy_kozachenko,fusiform,fusiform,Univariate,1.5068721934064895,fusiform,149539
AIS_kraskov,fusiform,fusiform,Univariate,0.030755749367134655,fusiform,149539
je_kozachenko,lateraloccipital,fusiform,Bivariate,2.8706207942185764,,149539
si_kozachenko_k-1,lateraloccipital,fusiform,Bivariate,-0.11808443049114059,,149539
mi_kraskov_NN-4,lateraloccipital,fusiform,Bivariate,0.023477759390562625,,149539
tlmi_kraskov_NN-4,lateraloccipital,fusiform,Bivariate,-0.02385530888976284,,149539
di_kozachenko,lateraloccipital,fusiform,Bivariate,-0.05704095997570846,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,fusiform,Bivariate,0.001998478758388538,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,fusiform,Bivariate,-0.01938517510830673,,149539
ce_kozachenko,lateraloccipital,fusiform,Bivariate,1.4447211621101412,,149539
cce_kozachenko,lateraloccipital,fusiform,Bivariate,7.127045124673895,,149539
entropy_kozachenko,lateralorbitofrontal,lateralorbitofrontal,Univariate,1.3606858777414557,lateralorbitofrontal,149539
AIS_kraskov,lateralorbitofrontal,lateralorbitofrontal,Univariate,0.05282389432505674,lateralorbitofrontal,149539
je_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,2.841254665217846,,149539
si_kozachenko_k-1,lateraloccipital,lateralorbitofrontal,Bivariate,-0.08311430891006077,,149539
mi_kraskov_NN-4,lateraloccipital,lateralorbitofrontal,Bivariate,-0.008594191632202097,,149539
tlmi_kraskov_NN-4,lateraloccipital,lateralorbitofrontal,Bivariate,0.0003453893574700828,,149539
di_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,-0.19543352916929102,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,lateralorbitofrontal,Bivariate,1.3931049857054917e-05,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,lateralorbitofrontal,Bivariate,-0.010929919983839298,,149539
ce_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,1.4153675313359275,,149539
cce_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,7.078516040146134,,149539
entropy_kozachenko,precentral,precentral,Univariate,1.4141231255412992,precentral,149539
AIS_kraskov,precentral,precentral,Univariate,0.23732215602031648,precentral,149539
je_kozachenko,lateraloccipital,precentral,Bivariate,2.7952103046271985,,149539
si_kozachenko_k-1,lateraloccipital,precentral,Bivariate,-0.13440565851281905,,149539
mi_kraskov_NN-4,lateraloccipital,precentral,Bivariate,0.033064511804864694,,149539
tlmi_kraskov_NN-4,lateraloccipital,precentral,Bivariate,0.03984875835478974,,149539
di_kozachenko,lateraloccipital,precentral,Bivariate,-0.022442515051735334,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,precentral,Bivariate,0.00031119570344224304,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,precentral,Bivariate,0.01474126734862602,,149539
ce_kozachenko,lateraloccipital,precentral,Bivariate,1.3693711680985667,,149539
cce_kozachenko,lateraloccipital,precentral,Bivariate,6.436049398434042,,149539
entropy_kozachenko,rostralmiddlefrontal,rostralmiddlefrontal,Univariate,1.4696889269705569,rostralmiddlefrontal,149539
AIS_kraskov,rostralmiddlefrontal,rostralmiddlefrontal,Univariate,0.4175099533884108,rostralmiddlefrontal,149539
je_kozachenko,lateraloccipital,rostralmiddlefrontal,Bivariate,2.794729174260539,,149539
si_kozachenko_k-1,lateraloccipital,rostralmiddlefrontal,Bivariate,-0.05633336001614575,,149539
mi_kraskov_NN-4,lateraloccipital,rostralmiddlefrontal,Bivariate,0.04177260286339646,,149539
tlmi_kraskov_NN-4,lateraloccipital,rostralmiddlefrontal,Bivariate,0.044803374508425975,,149539
di_kozachenko,lateraloccipital,rostralmiddlefrontal,Bivariate,0.5671648819354758,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,rostralmiddlefrontal,Bivariate,0.002246783448195555,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,rostralmiddlefrontal,Bivariate,-0.0018547283811334303,,149539
ce_kozachenko,lateraloccipital,rostralmiddlefrontal,Bivariate,1.3689038548476335,,149539
cce_kozachenko,lateraloccipital,rostralmiddlefrontal,Bivariate,5.418845922207089,,149539
entropy_kozachenko,lingual,lingual,Univariate,1.4508449204992093,lingual,149539
AIS_kraskov,lingual,lingual,Univariate,0.06450851619048947,lingual,149539
je_kozachenko,lateraloccipital,lingual,Bivariate,2.7999093573678198,,149539
si_kozachenko_k-1,lateraloccipital,lingual,Bivariate,-0.006999035822008448,,149539
mi_kraskov_NN-4,lateraloccipital,lingual,Bivariate,-0.0061774999648029905,,149539
tlmi_kraskov_NN-4,lateraloccipital,lingual,Bivariate,0.0124850766676321,,149539
di_kozachenko,lateraloccipital,lingual,Bivariate,0.058055038495133715,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,lingual,Bivariate,0.002203402428360572,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,lingual,Bivariate,0.044594887117978876,,149539
ce_kozachenko,lateraloccipital,lingual,Bivariate,1.3740585114546175,,149539
cce_kozachenko,lateraloccipital,lingual,Bivariate,6.810016651954763,,149539
entropy_kozachenko,precuneus,precuneus,Univariate,1.4471509884972473,precuneus,149539
AIS_kraskov,precuneus,precuneus,Univariate,0.21218303298662544,precuneus,149539
je_kozachenko,lateraloccipital,precuneus,Bivariate,2.838359408351938,,149539
si_kozachenko_k-1,lateraloccipital,precuneus,Bivariate,-0.003992080585123237,,149539
mi_kraskov_NN-4,lateraloccipital,precuneus,Bivariate,0.06236228704497826,,149539
tlmi_kraskov_NN-4,lateraloccipital,precuneus,Bivariate,-0.013084347528289797,,149539
di_kozachenko,lateraloccipital,precuneus,Bivariate,0.31702486871744995,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,precuneus,Bivariate,3.9105789956940896e-07,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,precuneus,Bivariate,0.016492168626293102,,149539
ce_kozachenko,lateraloccipital,precuneus,Bivariate,1.4124722736941933,,149539
cce_kozachenko,lateraloccipital,precuneus,Bivariate,6.163290374917246,,149539
entropy_kozachenko,caudalmiddlefrontal,caudalmiddlefrontal,Univariate,1.4545296447862262,caudalmiddlefrontal,149539
AIS_kraskov,caudalmiddlefrontal,caudalmiddlefrontal,Univariate,0.13888995054854902,caudalmiddlefrontal,149539
je_kozachenko,lateraloccipital,caudalmiddlefrontal,Bivariate,2.9227781842289997,,149539
si_kozachenko_k-1,lateraloccipital,caudalmiddlefrontal,Bivariate,0.07292378036496272,,149539
mi_kraskov_NN-4,lateraloccipital,caudalmiddlefrontal,Bivariate,-0.012232351385888407,,149539
tlmi_kraskov_NN-4,lateraloccipital,caudalmiddlefrontal,Bivariate,0.008720368561144554,,149539
di_kozachenko,lateraloccipital,caudalmiddlefrontal,Bivariate,0.04371645623585785,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,caudalmiddlefrontal,Bivariate,0.0004024282824500892,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,caudalmiddlefrontal,Bivariate,0.020288522573533863,,149539
ce_kozachenko,lateraloccipital,caudalmiddlefrontal,Bivariate,1.496877277196901,,149539
cce_kozachenko,lateraloccipital,caudalmiddlefrontal,Bivariate,6.680861699746185,,149539
entropy_kozachenko,parahippocampal,parahippocampal,Univariate,1.3638394747562357,parahippocampal,149539
AIS_kraskov,parahippocampal,parahippocampal,Univariate,-0.008329962942063673,parahippocampal,149539
je_kozachenko,lateraloccipital,parahippocampal,Bivariate,2.8314014234259735,,149539
si_kozachenko_k-1,lateraloccipital,parahippocampal,Bivariate,0.0974270461965463,,149539
mi_kraskov_NN-4,lateraloccipital,parahippocampal,Bivariate,-0.0027728730481975106,,149539
tlmi_kraskov_NN-4,lateraloccipital,parahippocampal,Bivariate,0.008844694558209909,,149539
di_kozachenko,lateraloccipital,parahippocampal,Bivariate,-0.09550004047296046,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parahippocampal,Bivariate,1.1823163203141687e-05,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parahippocampal,Bivariate,0.008204441483985692,,149539
ce_kozachenko,lateraloccipital,parahippocampal,Bivariate,1.4055020265415483,,149539
cce_kozachenko,lateraloccipital,parahippocampal,Bivariate,7.186097348408387,,149539
entropy_kozachenko,medialorbitofrontal,medialorbitofrontal,Univariate,1.421166955793086,medialorbitofrontal,149539
AIS_kraskov,medialorbitofrontal,medialorbitofrontal,Univariate,0.023688165781111437,medialorbitofrontal,149539
je_kozachenko,lateraloccipital,medialorbitofrontal,Bivariate,2.8245848238463274,,149539
si_kozachenko_k-1,lateraloccipital,medialorbitofrontal,Bivariate,0.07017650449950041,,149539
mi_kraskov_NN-4,lateraloccipital,medialorbitofrontal,Bivariate,0.0006095901597333864,,149539
tlmi_kraskov_NN-4,lateraloccipital,medialorbitofrontal,Bivariate,0.01449573432681639,,149539
di_kozachenko,lateraloccipital,medialorbitofrontal,Bivariate,0.15045649000437944,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,medialorbitofrontal,Bivariate,0.006178800803233853,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,medialorbitofrontal,Bivariate,0.012214561314242145,,149539
ce_kozachenko,lateraloccipital,medialorbitofrontal,Bivariate,1.3986953413237972,,149539
cce_kozachenko,lateraloccipital,medialorbitofrontal,Bivariate,6.724379343404555,,149539
entropy_kozachenko,bankssts,bankssts,Univariate,1.3683241417686949,bankssts,149539
AIS_kraskov,bankssts,bankssts,Univariate,0.11631703945760297,bankssts,149539
je_kozachenko,lateraloccipital,bankssts,Bivariate,2.8503563233944287,,149539
si_kozachenko_k-1,lateraloccipital,bankssts,Bivariate,-0.18327176733644768,,149539
mi_kraskov_NN-4,lateraloccipital,bankssts,Bivariate,0.013513146388019592,,149539
tlmi_kraskov_NN-4,lateraloccipital,bankssts,Bivariate,0.010528747748645984,,149539
di_kozachenko,lateraloccipital,bankssts,Bivariate,0.08838338186904515,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,bankssts,Bivariate,0.0024197167306381057,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,bankssts,Bivariate,-0.012217095618735074,,149539
ce_kozachenko,lateraloccipital,bankssts,Bivariate,1.42445200106912,,149539
cce_kozachenko,lateraloccipital,bankssts,Bivariate,6.7049467317630125,,149539
entropy_kozachenko,superiorfrontal,superiorfrontal,Univariate,1.4808216574837898,superiorfrontal,149539
AIS_kraskov,superiorfrontal,superiorfrontal,Univariate,0.1978464797965378,superiorfrontal,149539
je_kozachenko,lateraloccipital,superiorfrontal,Bivariate,2.810819660590362,,149539
si_kozachenko_k-1,lateraloccipital,superiorfrontal,Bivariate,0.009908731531664383,,149539
mi_kraskov_NN-4,lateraloccipital,superiorfrontal,Bivariate,0.03711687036198086,,149539
tlmi_kraskov_NN-4,lateraloccipital,superiorfrontal,Bivariate,0.02630739630950174,,149539
di_kozachenko,lateraloccipital,superiorfrontal,Bivariate,0.3804455230150854,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,superiorfrontal,Bivariate,0.00015245871514543556,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,superiorfrontal,Bivariate,0.010506516443439029,,149539
ce_kozachenko,lateraloccipital,superiorfrontal,Bivariate,1.3849319027205698,,149539
cce_kozachenko,lateraloccipital,superiorfrontal,Bivariate,6.204355680698447,,149539
entropy_kozachenko,superiorparietal,superiorparietal,Univariate,1.4367269027333816,superiorparietal,149539
AIS_kraskov,superiorparietal,superiorparietal,Univariate,0.4902584390946627,superiorparietal,149539
je_kozachenko,lateraloccipital,superiorparietal,Bivariate,2.862117750460252,,149539
si_kozachenko_k-1,lateraloccipital,superiorparietal,Bivariate,0.016363432488964325,,149539
mi_kraskov_NN-4,lateraloccipital,superiorparietal,Bivariate,0.005574054353292723,,149539
tlmi_kraskov_NN-4,lateraloccipital,superiorparietal,Bivariate,0.007882875653093535,,149539
di_kozachenko,lateraloccipital,superiorparietal,Bivariate,0.42683934172839244,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,superiorparietal,Bivariate,0.0032935524365552355,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,superiorparietal,Bivariate,0.0034721493345684085,,149539
ce_kozachenko,lateraloccipital,superiorparietal,Bivariate,1.436224786182136,,149539
cce_kozachenko,lateraloccipital,superiorparietal,Bivariate,5.233819142765009,,149539
entropy_kozachenko,entorhinal,entorhinal,Univariate,1.4155511298225507,entorhinal,149539
AIS_kraskov,entorhinal,entorhinal,Univariate,-0.014906645618872005,entorhinal,149539
je_kozachenko,lateraloccipital,entorhinal,Bivariate,2.8315409475322455,,149539
si_kozachenko_k-1,lateraloccipital,entorhinal,Bivariate,0.10547730633372465,,149539
mi_kraskov_NN-4,lateraloccipital,entorhinal,Bivariate,-0.005976247018503855,,149539
tlmi_kraskov_NN-4,lateraloccipital,entorhinal,Bivariate,-0.011015439589881382,,149539
di_kozachenko,lateraloccipital,entorhinal,Bivariate,-0.24149155746583695,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,entorhinal,Bivariate,9.441722276386642e-05,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,entorhinal,Bivariate,0.011554853829571554,,149539
ce_kozachenko,lateraloccipital,entorhinal,Bivariate,1.4056527113527149,,149539
cce_kozachenko,lateraloccipital,entorhinal,Bivariate,7.242610912195284,,149539
entropy_kozachenko,transversetemporal,transversetemporal,Univariate,1.4704529317697679,transversetemporal,149539
AIS_kraskov,transversetemporal,transversetemporal,Univariate,-0.017557363849720176,transversetemporal,149539
je_kozachenko,lateraloccipital,transversetemporal,Bivariate,2.8387464170650616,,149539
si_kozachenko_k-1,lateraloccipital,transversetemporal,Bivariate,0.02078160944255325,,149539
mi_kraskov_NN-4,lateraloccipital,transversetemporal,Bivariate,-0.004017324037556946,,149539
tlmi_kraskov_NN-4,lateraloccipital,transversetemporal,Bivariate,-0.028829845778123087,,149539
di_kozachenko,lateraloccipital,transversetemporal,Bivariate,0.19436945207729295,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,transversetemporal,Bivariate,7.701177970041895e-05,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,transversetemporal,Bivariate,0.002807960951611399,,149539
ce_kozachenko,lateraloccipital,transversetemporal,Bivariate,1.4128850710082088,,149539
cce_kozachenko,lateraloccipital,transversetemporal,Bivariate,6.9789533033205196,,149539
entropy_kozachenko,caudalanteriorcingulate,caudalanteriorcingulate,Univariate,1.4355459334774272,caudalanteriorcingulate,149539
AIS_kraskov,caudalanteriorcingulate,caudalanteriorcingulate,Univariate,0.07544165330057595,caudalanteriorcingulate,149539
je_kozachenko,lateraloccipital,caudalanteriorcingulate,Bivariate,2.857345566208702,,149539
si_kozachenko_k-1,lateraloccipital,caudalanteriorcingulate,Bivariate,-0.028063560988436098,,149539
mi_kraskov_NN-4,lateraloccipital,caudalanteriorcingulate,Bivariate,0.01083277265818694,,149539
tlmi_kraskov_NN-4,lateraloccipital,caudalanteriorcingulate,Bivariate,-0.0210575387641061,,149539
di_kozachenko,lateraloccipital,caudalanteriorcingulate,Bivariate,-0.23639062819056544,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,caudalanteriorcingulate,Bivariate,0.001527036295170147,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,caudalanteriorcingulate,Bivariate,-0.046863620150736196,,149539
ce_kozachenko,lateraloccipital,caudalanteriorcingulate,Bivariate,1.4314559218727685,,149539
cce_kozachenko,lateraloccipital,caudalanteriorcingulate,Bivariate,7.149888880413014,,149539
entropy_kozachenko,superiortemporal,superiortemporal,Univariate,1.441755862415465,superiortemporal,149539
AIS_kraskov,superiortemporal,superiortemporal,Univariate,0.047343708459615996,superiortemporal,149539
je_kozachenko,lateraloccipital,superiortemporal,Bivariate,2.84764581711141,,149539
si_kozachenko_k-1,lateraloccipital,superiortemporal,Bivariate,-0.026572180962940006,,149539
mi_kraskov_NN-4,lateraloccipital,superiortemporal,Bivariate,0.0038869992332681846,,149539
tlmi_kraskov_NN-4,lateraloccipital,superiortemporal,Bivariate,-0.00813103563048223,,149539
di_kozachenko,lateraloccipital,superiortemporal,Bivariate,0.08261158719342276,,149539
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,superiortemporal,Bivariate,0.00104938000157196,,149539
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,superiortemporal,Bivariate,0.011355647385651313,,149539
ce_kozachenko,lateraloccipital,superiortemporal,Bivariate,1.4217905612394959,,149539
cce_kozachenko,lateraloccipital,superiortemporal,Bivariate,6.857774115000396,,149539
entropy_kozachenko,paracentral,paracentral,Univariate,1.3637299383476922,paracentral,149539
AIS_kraskov,paracentral,paracentral,Univariate,0.20206358137371883,paracentral,149539
