Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
entropy_kozachenko,lateraloccipital,lateraloccipital,Univariate,1.408144826870891,lateraloccipital,125525
AIS_kraskov,lateraloccipital,lateraloccipital,Univariate,0.47264266601252114,lateraloccipital,125525
entropy_kozachenko,parsopercularis,parsopercularis,Univariate,1.4021229247640257,parsopercularis,125525
AIS_kraskov,parsopercularis,parsopercularis,Univariate,0.2706586030292364,parsopercularis,125525
je_kozachenko,lateraloccipital,parsopercularis,Bivariate,2.712605323831029,,125525
si_kozachenko_k-1,lateraloccipital,parsopercularis,Bivariate,-0.14709739492089158,,125525
mi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.030940020265459722,,125525
tlmi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.005683719535216625,,125525
di_kozachenko,lateraloccipital,parsopercularis,Bivariate,0.2154615716697581,,125525
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.0004685147640630825,,125525
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.013637999958177716,,125525
ce_kozachenko,lateraloccipital,parsopercularis,Bivariate,1.3310798587193404,,125525
cce_kozachenko,lateraloccipital,parsopercularis,Bivariate,6.1616388463239,,125525
entropy_kozachenko,postcentral,postcentral,Univariate,1.4600729879375631,postcentral,125525
AIS_kraskov,postcentral,postcentral,Univariate,0.4418990193146133,postcentral,125525
je_kozachenko,lateraloccipital,postcentral,Bivariate,2.792460025860955,,125525
si_kozachenko_k-1,lateraloccipital,postcentral,Bivariate,0.12942308644867717,,125525
mi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.012434256278073264,,125525
tlmi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.029660133424247448,,125525
di_kozachenko,lateraloccipital,postcentral,Bivariate,0.4881023212884932,,125525
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.00041495496557960476,,125525
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.017506332551452397,,125525
ce_kozachenko,lateraloccipital,postcentral,Bivariate,1.4109513678088779,,125525
cce_kozachenko,lateraloccipital,postcentral,Bivariate,5.340928124119229,,125525
entropy_kozachenko,isthmuscingulate,isthmuscingulate,Univariate,1.4574483115245398,isthmuscingulate,125525
AIS_kraskov,isthmuscingulate,isthmuscingulate,Univariate,0.30090285655130966,isthmuscingulate,125525
je_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,2.678286323708209,,125525
si_kozachenko_k-1,lateraloccipital,isthmuscingulate,Bivariate,0.07424027906427133,,125525
mi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,0.06957315257106877,,125525
tlmi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,0.0719720874937888,,125525
di_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,0.6328408948421549,,125525
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.00422750768668609,,125525
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.009621506690829396,,125525
ce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,1.296788779644665,,125525
cce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,5.531376667197142,,125525
entropy_kozachenko,posteriorcingulate,posteriorcingulate,Univariate,1.457792624890116,posteriorcingulate,125525
