Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
entropy_kozachenko,lateraloccipital,lateraloccipital,Univariate,1.4001770371264488,lateraloccipital,113922
AIS_kraskov,lateraloccipital,lateraloccipital,Univariate,0.5650202840913261,lateraloccipital,113922
entropy_kozachenko,parsopercularis,parsopercularis,Univariate,1.420580131913618,parsopercularis,113922
AIS_kraskov,parsopercularis,parsopercularis,Univariate,0.176533105608339,parsopercularis,113922
je_kozachenko,lateraloccipital,parsopercularis,Bivariate,2.815867747815212,,113922
si_kozachenko_k-1,lateraloccipital,parsopercularis,Bivariate,0.09186667325852982,,113922
mi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.02280707649629221,,113922
tlmi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.013030750348676179,,113922
di_kozachenko,lateraloccipital,parsopercularis,Bivariate,0.284710901272466,,113922
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.003581950544729208,,113922
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.001693338733830707,,113922
ce_kozachenko,lateraloccipital,parsopercularis,Bivariate,1.3949684684010717,,113922
cce_kozachenko,lateraloccipital,parsopercularis,Bivariate,6.403506095303971,,113922
entropy_kozachenko,postcentral,postcentral,Univariate,1.4065441065100242,postcentral,113922
AIS_kraskov,postcentral,postcentral,Univariate,0.5281254983342691,postcentral,113922
je_kozachenko,lateraloccipital,postcentral,Bivariate,2.827495458600627,,113922
si_kozachenko_k-1,lateraloccipital,postcentral,Bivariate,0.09291453185628695,,113922
mi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.021468701013565905,,113922
tlmi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.012269044009871166,,113922
di_kozachenko,lateraloccipital,postcentral,Bivariate,0.817399602127403,,113922
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,2.82104069226126e-05,,113922
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.02653707230376634,,113922
ce_kozachenko,lateraloccipital,postcentral,Bivariate,1.4065816705146292,,113922
cce_kozachenko,lateraloccipital,postcentral,Bivariate,4.985748406041749,,113922
entropy_kozachenko,isthmuscingulate,isthmuscingulate,Univariate,1.4092643982424367,isthmuscingulate,113922
AIS_kraskov,isthmuscingulate,isthmuscingulate,Univariate,0.14312305388228896,isthmuscingulate,113922
je_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,2.7719423288344447,,113922
si_kozachenko_k-1,lateraloccipital,isthmuscingulate,Bivariate,-0.012801178054611118,,113922
mi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,0.08391020214086531,,113922
tlmi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,0.046346400222049056,,113922
di_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,0.22597954830674194,,113922
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.014714969817155253,,113922
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.037658548555350446,,113922
ce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,1.3510521600174106,,113922
cce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,6.3796135715640165,,113922
entropy_kozachenko,posteriorcingulate,posteriorcingulate,Univariate,1.4498539226833662,posteriorcingulate,113922
AIS_kraskov,posteriorcingulate,posteriorcingulate,Univariate,0.048303144771770334,posteriorcingulate,113922
je_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,2.843161303996053,,113922
si_kozachenko_k-1,lateraloccipital,posteriorcingulate,Bivariate,0.011857003700308955,,113922
mi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,0.014317877282174152,,113922
tlmi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,0.018446004108156444,,113922
di_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,-0.2491701950426517,,113922
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,posteriorcingulate,Bivariate,0.002391081406616882,,113922
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,posteriorcingulate,Bivariate,-0.01822357835450461,,113922
ce_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,1.4222880886597218,,113922
cce_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,7.098597175431578,,113922
entropy_kozachenko,inferiortemporal,inferiortemporal,Univariate,1.4671620022783545,inferiortemporal,113922
AIS_kraskov,inferiortemporal,inferiortemporal,Univariate,0.058970052695224595,inferiortemporal,113922
je_kozachenko,lateraloccipital,inferiortemporal,Bivariate,2.8452814271473046,,113922
si_kozachenko_k-1,lateraloccipital,inferiortemporal,Bivariate,0.09048286758266633,,113922
mi_kraskov_NN-4,lateraloccipital,inferiortemporal,Bivariate,0.020919918647773983,,113922
tlmi_kraskov_NN-4,lateraloccipital,inferiortemporal,Bivariate,0.01984861001865923,,113922
di_kozachenko,lateraloccipital,inferiortemporal,Bivariate,-0.03281390129866324,,113922
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiortemporal,Bivariate,0.00506222248475056,,113922
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiortemporal,Bivariate,0.00319344793228149,,113922
ce_kozachenko,lateraloccipital,inferiortemporal,Bivariate,1.4243457551885226,,113922
cce_kozachenko,lateraloccipital,inferiortemporal,Bivariate,6.8877703100767995,,113922
entropy_kozachenko,inferiorparietal,inferiorparietal,Univariate,1.3934674655719395,inferiorparietal,113922
AIS_kraskov,inferiorparietal,inferiorparietal,Univariate,0.5392664669140661,inferiorparietal,113922
je_kozachenko,lateraloccipital,inferiorparietal,Bivariate,2.752184880327753,,113922
si_kozachenko_k-1,lateraloccipital,inferiorparietal,Bivariate,0.007122502893903704,,113922
mi_kraskov_NN-4,lateraloccipital,inferiorparietal,Bivariate,0.09571841533873382,,113922
tlmi_kraskov_NN-4,lateraloccipital,inferiorparietal,Bivariate,0.10913230451097888,,113922
di_kozachenko,lateraloccipital,inferiorparietal,Bivariate,0.6521076720249983,,113922
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiorparietal,Bivariate,0.010509379785812603,,113922
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiorparietal,Bivariate,0.014415616325126779,,113922
ce_kozachenko,lateraloccipital,inferiorparietal,Bivariate,1.3312736081480199,,113922
cce_kozachenko,lateraloccipital,inferiorparietal,Bivariate,4.903208425463337,,113922
entropy_kozachenko,fusiform,fusiform,Univariate,1.4444732029625351,fusiform,113922
AIS_kraskov,fusiform,fusiform,Univariate,0.11542798557724687,fusiform,113922
je_kozachenko,lateraloccipital,fusiform,Bivariate,2.695839449403993,,113922
si_kozachenko_k-1,lateraloccipital,fusiform,Bivariate,-0.24327427430128656,,113922
mi_kraskov_NN-4,lateraloccipital,fusiform,Bivariate,0.04581671047231062,,113922
tlmi_kraskov_NN-4,lateraloccipital,fusiform,Bivariate,-0.02440451099088392,,113922
di_kozachenko,lateraloccipital,fusiform,Bivariate,0.16440730241695345,,113922
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,fusiform,Bivariate,0.0059011739752875365,,113922
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,fusiform,Bivariate,0.002227505019337217,,113922
ce_kozachenko,lateraloccipital,fusiform,Bivariate,1.274933297771741,,113922
