Region_Index,Measure_Type,Measure,Value,Subject_ID,Run_Number,Region
79,Univariate,AIS,0.2310901489813233,105923,0,7networks_LH_SalVentAttn_SPL_2
80,Univariate,Entropy,1.4643613920944443,105923,0,7networks_LH_SalVentAttn_Temp
80,Univariate,AIS,0.17913441875784653,105923,0,7networks_LH_SalVentAttn_Temp
81,Univariate,Entropy,1.469488499714763,105923,0,7networks_LH_DorsAttn_IPL
81,Univariate,AIS,0.20134615068690653,105923,0,7networks_LH_DorsAttn_IPL
82,Univariate,Entropy,1.3731830444544553,105923,0,7networks_LH_DorsAttn_IPS_1
82,Univariate,AIS,0.13662587350257205,105923,0,7networks_LH_DorsAttn_IPS_1
83,Univariate,Entropy,1.38634675345791,105923,0,7networks_LH_DorsAttn_IPS_2
83,Univariate,AIS,0.4277625461452432,105923,0,7networks_LH_DorsAttn_IPS_2
84,Univariate,Entropy,1.3642744982567478,105923,0,7networks_LH_DorsAttn_PostC_1
84,Univariate,AIS,0.2783649952108487,105923,0,7networks_LH_DorsAttn_PostC_1
85,Univariate,Entropy,1.4586317131888444,105923,0,7networks_LH_DorsAttn_PostC_2
85,Univariate,AIS,0.3452186372158659,105923,0,7networks_LH_DorsAttn_PostC_2
86,Univariate,Entropy,1.3388196864875122,105923,0,7networks_LH_DorsAttn_PrCd_1
86,Univariate,AIS,0.3615466882516163,105923,0,7networks_LH_DorsAttn_PrCd_1
87,Univariate,Entropy,1.446757058556524,105923,0,7networks_LH_DorsAttn_PrCd_2
87,Univariate,AIS,0.4325949035235723,105923,0,7networks_LH_DorsAttn_PrCd_2
88,Univariate,Entropy,1.4341198809027889,105923,0,7networks_LH_DorsAttn_PrCv
88,Univariate,AIS,0.4102154620293179,105923,0,7networks_LH_DorsAttn_PrCv
89,Univariate,Entropy,1.4162890958130268,105923,0,7networks_LH_DorsAttn_SPL_1
89,Univariate,AIS,0.22629368896621127,105923,0,7networks_LH_DorsAttn_SPL_1
90,Univariate,Entropy,1.3977455013447253,105923,0,7networks_LH_DorsAttn_SPL_2
90,Univariate,AIS,0.31256890120558456,105923,0,7networks_LH_DorsAttn_SPL_2
91,Univariate,Entropy,1.4563772933917276,105923,0,7networks_LH_DorsAttn_SPL_3
91,Univariate,AIS,0.2453014844859247,105923,0,7networks_LH_DorsAttn_SPL_3
92,Univariate,Entropy,1.3981545641862114,105923,0,7networks_LH_DorsAttn_SPL_4
92,Univariate,AIS,0.44977473916641575,105923,0,7networks_LH_DorsAttn_SPL_4
93,Univariate,Entropy,1.3145812580369194,105923,0,7networks_LH_DorsAttn_TempOcc_1
93,Univariate,AIS,0.4678607003758728,105923,0,7networks_LH_DorsAttn_TempOcc_1
94,Univariate,Entropy,1.4375127574887667,105923,0,7networks_LH_DorsAttn_TempOcc_2
94,Univariate,AIS,0.43244986202970814,105923,0,7networks_LH_DorsAttn_TempOcc_2
95,Univariate,Entropy,1.5323512626384153,105923,0,7networks_LH_DorsAttn_TempOcc_3
95,Univariate,AIS,0.2942349101662147,105923,0,7networks_LH_DorsAttn_TempOcc_3
96,Univariate,Entropy,1.4168570757668038,105923,0,7networks_LH_DorsAttn_TempOcc_4
96,Univariate,AIS,0.383252894498912,105923,0,7networks_LH_DorsAttn_TempOcc_4
97,Univariate,Entropy,1.345725052940912,105923,0,7networks_LH_DorsAttn_pCun
97,Univariate,AIS,0.3915910493019128,105923,0,7networks_LH_DorsAttn_pCun
98,Univariate,Entropy,1.316098200641818,105923,0,7networks_LH_SomMot_1
98,Univariate,AIS,0.39756210127791736,105923,0,7networks_LH_SomMot_1
99,Univariate,Entropy,1.4876739121791545,105923,0,7networks_LH_SomMot_10
99,Univariate,AIS,0.4582943724925279,105923,0,7networks_LH_SomMot_10
100,Univariate,Entropy,1.4255660291003105,105923,0,7networks_LH_SomMot_11
100,Univariate,AIS,0.4828920330066131,105923,0,7networks_LH_SomMot_11
101,Univariate,Entropy,1.3700397415847805,105923,0,7networks_LH_SomMot_12
101,Univariate,AIS,0.3833593897617842,105923,0,7networks_LH_SomMot_12
102,Univariate,Entropy,1.4776602264351304,105923,0,7networks_LH_SomMot_13
102,Univariate,AIS,0.4007014797008752,105923,0,7networks_LH_SomMot_13
103,Univariate,Entropy,1.4917567347669944,105923,0,7networks_LH_SomMot_14
103,Univariate,AIS,0.3235830702078202,105923,0,7networks_LH_SomMot_14
104,Univariate,Entropy,1.3358397402232942,105923,0,7networks_LH_SomMot_15
104,Univariate,AIS,0.437239334581081,105923,0,7networks_LH_SomMot_15
105,Univariate,Entropy,1.3260299334849837,105923,0,7networks_LH_SomMot_16
105,Univariate,AIS,0.4110982661345304,105923,0,7networks_LH_SomMot_16
106,Univariate,Entropy,1.4600090877225105,105923,0,7networks_LH_SomMot_17
106,Univariate,AIS,0.43109874431848283,105923,0,7networks_LH_SomMot_17
107,Univariate,Entropy,1.3727440804965338,105923,0,7networks_LH_SomMot_18
107,Univariate,AIS,0.3963069450604664,105923,0,7networks_LH_SomMot_18
108,Univariate,Entropy,1.4222826969730287,105923,0,7networks_LH_SomMot_19
108,Univariate,AIS,0.39808100319047757,105923,0,7networks_LH_SomMot_19
109,Univariate,Entropy,1.336559901797851,105923,0,7networks_LH_SomMot_2
109,Univariate,AIS,0.25763692689819795,105923,0,7networks_LH_SomMot_2
110,Univariate,Entropy,1.4669918456610933,105923,0,7networks_LH_SomMot_20
110,Univariate,AIS,0.22953362368695007,105923,0,7networks_LH_SomMot_20
111,Univariate,Entropy,1.3847954295754796,105923,0,7networks_LH_SomMot_21
111,Univariate,AIS,0.1830276055899276,105923,0,7networks_LH_SomMot_21
112,Univariate,Entropy,1.480423737848601,105923,0,7networks_LH_SomMot_22
112,Univariate,AIS,0.3371652352299943,105923,0,7networks_LH_SomMot_22
113,Univariate,Entropy,1.4343847071871876,105923,0,7networks_LH_SomMot_3
113,Univariate,AIS,0.3970182848986381,105923,0,7networks_LH_SomMot_3
114,Univariate,Entropy,1.3181477636298284,105923,0,7networks_LH_SomMot_4
114,Univariate,AIS,0.5022556148205215,105923,0,7networks_LH_SomMot_4
115,Univariate,Entropy,1.4135048124080427,105923,0,7networks_LH_SomMot_5
115,Univariate,AIS,0.4153800061364903,105923,0,7networks_LH_SomMot_5
116,Univariate,Entropy,1.4250215151547723,105923,0,7networks_LH_SomMot_6
116,Univariate,AIS,0.37646696397173596,105923,0,7networks_LH_SomMot_6
117,Univariate,Entropy,1.4719828010463072,105923,0,7networks_LH_SomMot_7
117,Univariate,AIS,0.5027535402797483,105923,0,7networks_LH_SomMot_7
118,Univariate,Entropy,1.4275946748087351,105923,0,7networks_LH_SomMot_8
118,Univariate,AIS,0.4605508776482532,105923,0,7networks_LH_SomMot_8
119,Univariate,Entropy,1.4181432215776857,105923,0,7networks_LH_SomMot_9
119,Univariate,AIS,0.26992152756753374,105923,0,7networks_LH_SomMot_9
120,Univariate,Entropy,1.4538184542264903,105923,0,7networks_LH_SomMot_IPL
120,Univariate,AIS,0.4982489018116558,105923,0,7networks_LH_SomMot_IPL
121,Univariate,Entropy,1.4077924907263135,105923,0,7networks_LH_SomMot_Ins_1
121,Univariate,AIS,0.4415445311842401,105923,0,7networks_LH_SomMot_Ins_1
122,Univariate,Entropy,1.3681318860269895,105923,0,7networks_LH_SomMot_Ins_2
122,Univariate,AIS,0.3572893907959358,105923,0,7networks_LH_SomMot_Ins_2
123,Univariate,Entropy,1.355931277693518,105923,0,7networks_LH_SomMot_Ins_3
123,Univariate,AIS,0.32540123450558145,105923,0,7networks_LH_SomMot_Ins_3
124,Univariate,Entropy,1.4106238006791152,105923,0,7networks_LH_SomMot_Ins_4
124,Univariate,AIS,0.23206342960670057,105923,0,7networks_LH_SomMot_Ins_4
125,Univariate,Entropy,1.4064594811119226,105923,0,7networks_LH_SomMot_ST_1
125,Univariate,AIS,0.34965622631751625,105923,0,7networks_LH_SomMot_ST_1
126,Univariate,Entropy,1.3907380124789395,105923,0,7networks_LH_SomMot_ST_2
126,Univariate,AIS,0.36527634388969954,105923,0,7networks_LH_SomMot_ST_2
127,Univariate,Entropy,1.355553501802957,105923,0,7networks_LH_SomMot_ST_3
127,Univariate,AIS,0.27295434286635256,105923,0,7networks_LH_SomMot_ST_3
128,Univariate,Entropy,1.4349900681581786,105923,0,7networks_LH_SomMot_Temp
128,Univariate,AIS,0.4073812802285488,105923,0,7networks_LH_SomMot_Temp
129,Univariate,Entropy,1.37971676094695,105923,0,7networks_LH_Vis_ExStrInf_1
129,Univariate,AIS,0.3393417180561604,105923,0,7networks_LH_Vis_ExStrInf_1
130,Univariate,Entropy,1.4388242388873307,105923,0,7networks_LH_Vis_ExStrInf_2
130,Univariate,AIS,0.3316393211910027,105923,0,7networks_LH_Vis_ExStrInf_2
131,Univariate,Entropy,1.4792885644946594,105923,0,7networks_LH_Vis_ExStrInf_3
131,Univariate,AIS,0.39421124543689867,105923,0,7networks_LH_Vis_ExStrInf_3
132,Univariate,Entropy,1.4999914058901584,105923,0,7networks_LH_Vis_ExStrInf_4
132,Univariate,AIS,0.18165890329883005,105923,0,7networks_LH_Vis_ExStrInf_4
133,Univariate,Entropy,1.3140224362232145,105923,0,7networks_LH_Vis_ExStrSup_1
133,Univariate,AIS,0.3692719101539428,105923,0,7networks_LH_Vis_ExStrSup_1
134,Univariate,Entropy,1.4513877614072328,105923,0,7networks_LH_Vis_ExStrSup_2
134,Univariate,AIS,0.5054373251001065,105923,0,7networks_LH_Vis_ExStrSup_2
135,Univariate,Entropy,1.4266704805260755,105923,0,7networks_LH_Vis_ExStr_1
135,Univariate,AIS,0.5094760721312994,105923,0,7networks_LH_Vis_ExStr_1
136,Univariate,Entropy,1.440695330327773,105923,0,7networks_LH_Vis_ExStr_10
136,Univariate,AIS,0.46315184367304685,105923,0,7networks_LH_Vis_ExStr_10
137,Univariate,Entropy,1.4110953655223426,105923,0,7networks_LH_Vis_ExStr_11
137,Univariate,AIS,0.43586906590149166,105923,0,7networks_LH_Vis_ExStr_11
138,Univariate,Entropy,1.427755618436346,105923,0,7networks_LH_Vis_ExStr_2
138,Univariate,AIS,0.46688836552600765,105923,0,7networks_LH_Vis_ExStr_2
139,Univariate,Entropy,1.3448834593890417,105923,0,7networks_LH_Vis_ExStr_3
139,Univariate,AIS,0.41487752397826316,105923,0,7networks_LH_Vis_ExStr_3
140,Univariate,Entropy,1.3838174411131714,105923,0,7networks_LH_Vis_ExStr_4
140,Univariate,AIS,0.5326996147393652,105923,0,7networks_LH_Vis_ExStr_4
141,Univariate,Entropy,1.3795534351332908,105923,0,7networks_LH_Vis_ExStr_5
141,Univariate,AIS,0.5013737101229321,105923,0,7networks_LH_Vis_ExStr_5
142,Univariate,Entropy,1.4456620214029021,105923,0,7networks_LH_Vis_ExStr_6
142,Univariate,AIS,0.43360437200223156,105923,0,7networks_LH_Vis_ExStr_6
143,Univariate,Entropy,1.4105770664517552,105923,0,7networks_LH_Vis_ExStr_7
143,Univariate,AIS,0.630969697098692,105923,0,7networks_LH_Vis_ExStr_7
144,Univariate,Entropy,1.3960443687856392,105923,0,7networks_LH_Vis_ExStr_8
144,Univariate,AIS,0.4674888482874353,105923,0,7networks_LH_Vis_ExStr_8
145,Univariate,Entropy,1.380017443730135,105923,0,7networks_LH_Vis_ExStr_9
145,Univariate,AIS,0.3949964128835468,105923,0,7networks_LH_Vis_ExStr_9
146,Univariate,Entropy,1.4713101685979453,105923,0,7networks_LH_Vis_PHC
146,Univariate,AIS,0.43756674119916106,105923,0,7networks_LH_Vis_PHC
147,Univariate,Entropy,1.3673965060180002,105923,0,7networks_LH_Vis_Striate_1
147,Univariate,AIS,0.4858948031986703,105923,0,7networks_LH_Vis_Striate_1
148,Univariate,Entropy,1.4346937726470816,105923,0,7networks_LH_Vis_Striate_2
148,Univariate,AIS,0.4190654039964139,105923,0,7networks_LH_Vis_Striate_2
149,Univariate,Entropy,1.4568173856670343,105923,0,7networks_LH_Vis_Striate_3
149,Univariate,AIS,0.4770636626269553,105923,0,7networks_LH_Vis_Striate_3
150,Univariate,Entropy,1.3682948433239241,105923,0,7networks_RH_Default_FPole_1
150,Univariate,AIS,0.3361865286816652,105923,0,7networks_RH_Default_FPole_1
151,Univariate,Entropy,1.4637322601874843,105923,0,7networks_RH_Default_FPole_2
151,Univariate,AIS,0.3175004887921107,105923,0,7networks_RH_Default_FPole_2
152,Univariate,Entropy,1.3655482580343081,105923,0,7networks_RH_Default_IPL_1
152,Univariate,AIS,0.42529558358125463,105923,0,7networks_RH_Default_IPL_1
153,Univariate,Entropy,1.4244479121367863,105923,0,7networks_RH_Default_IPL_2
153,Univariate,AIS,0.3705792823812839,105923,0,7networks_RH_Default_IPL_2
154,Univariate,Entropy,1.5429979247550696,105923,0,7networks_RH_Default_IPL_3
154,Univariate,AIS,0.553554006540339,105923,0,7networks_RH_Default_IPL_3
155,Univariate,Entropy,1.4150474903049588,105923,0,7networks_RH_Default_IPL_4
155,Univariate,AIS,0.4739218490256034,105923,0,7networks_RH_Default_IPL_4
156,Univariate,Entropy,1.4131388257005888,105923,0,7networks_RH_SalVentAttn_IPL_4
156,Univariate,AIS,0.3247248296252243,105923,0,7networks_RH_SalVentAttn_IPL_4
157,Univariate,Entropy,1.5079670336179092,105923,0,7networks_RH_Default_PCC_1
157,Univariate,AIS,0.02905827751166079,105923,0,7networks_RH_Default_PCC_1
158,Univariate,Entropy,1.3837235387686935,105923,0,7networks_RH_Default_PCC_2
158,Univariate,AIS,0.5325174822159493,105923,0,7networks_RH_Default_PCC_2
159,Univariate,Entropy,1.4247575655122073,105923,0,7networks_RH_Default_PCC_3
159,Univariate,AIS,0.4685787149350267,105923,0,7networks_RH_Default_PCC_3
160,Univariate,Entropy,1.3871142913483654,105923,0,7networks_RH_Default_PFCd_1
160,Univariate,AIS,0.5265834580118947,105923,0,7networks_RH_Default_PFCd_1
161,Univariate,Entropy,1.4088649303208545,105923,0,7networks_RH_Default_PFCd_2
161,Univariate,AIS,0.35686970733882895,105923,0,7networks_RH_Default_PFCd_2
162,Univariate,Entropy,1.527982785302684,105923,0,7networks_RH_Default_PFCd_3
162,Univariate,AIS,0.2788338416858238,105923,0,7networks_RH_Default_PFCd_3
163,Univariate,Entropy,1.45876024105885,105923,0,7networks_RH_Default_PFCd_4
163,Univariate,AIS,0.37794964711490664,105923,0,7networks_RH_Default_PFCd_4
164,Univariate,Entropy,1.447126538994441,105923,0,7networks_RH_Default_PFCd_5
164,Univariate,AIS,0.5118167931036739,105923,0,7networks_RH_Default_PFCd_5
165,Univariate,Entropy,1.371735114234971,105923,0,7networks_RH_Cont_PFCd_2
165,Univariate,AIS,0.3728209282191255,105923,0,7networks_RH_Cont_PFCd_2
166,Univariate,Entropy,1.2980513311217274,105923,0,7networks_RH_Cont_PFCl_4
166,Univariate,AIS,0.4577366108990253,105923,0,7networks_RH_Cont_PFCl_4
167,Univariate,Entropy,1.3582015465269244,105923,0,7networks_RH_Default_PFCm_1
167,Univariate,AIS,0.3150929405198841,105923,0,7networks_RH_Default_PFCm_1
168,Univariate,Entropy,1.466870179147679,105923,0,7networks_RH_Default_PFCm_2
168,Univariate,AIS,0.19238778627692898,105923,0,7networks_RH_Default_PFCm_2
169,Univariate,Entropy,1.3952247037360683,105923,0,7networks_RH_Default_PFCm_3
169,Univariate,AIS,0.3109466714100506,105923,0,7networks_RH_Default_PFCm_3
170,Univariate,Entropy,1.4440178580585963,105923,0,7networks_RH_Default_PFCv_1
170,Univariate,AIS,0.3446331022523621,105923,0,7networks_RH_Default_PFCv_1
171,Univariate,Entropy,1.2654321668778072,105923,0,7networks_RH_Default_PFCv_2
171,Univariate,AIS,0.23306689645711653,105923,0,7networks_RH_Default_PFCv_2
172,Univariate,Entropy,1.3594719597395244,105923,0,7networks_RH_Default_PFCv_3
172,Univariate,AIS,0.33059280666631885,105923,0,7networks_RH_Default_PFCv_3
173,Univariate,Entropy,1.3712220870147203,105923,0,7networks_RH_Cont_PFCv_2
173,Univariate,AIS,0.4365526890757341,105923,0,7networks_RH_Cont_PFCv_2
174,Univariate,Entropy,1.4970007142111816,105923,0,7networks_RH_SalVentAttn_PFCv
174,Univariate,AIS,0.42014506574267685,105923,0,7networks_RH_SalVentAttn_PFCv
175,Univariate,Entropy,1.3550731893601862,105923,0,7networks_RH_Default_RSC_1
175,Univariate,AIS,0.3754350130691977,105923,0,7networks_RH_Default_RSC_1
176,Univariate,Entropy,1.4468695789742112,105923,0,7networks_RH_Vis_RSC
176,Univariate,AIS,0.4186347672439803,105923,0,7networks_RH_Vis_RSC
177,Univariate,Entropy,1.4656049984062003,105923,0,7networks_RH_Default_TempPole
177,Univariate,AIS,0.514931584642567,105923,0,7networks_RH_Default_TempPole
178,Univariate,Entropy,1.4058850138485335,105923,0,7networks_RH_Default_Temp_1
178,Univariate,AIS,0.39850531840037373,105923,0,7networks_RH_Default_Temp_1
179,Univariate,Entropy,1.4406016930340124,105923,0,7networks_RH_Default_Temp_2
179,Univariate,AIS,0.48662475243440806,105923,0,7networks_RH_Default_Temp_2
180,Univariate,Entropy,1.3900638940112033,105923,0,7networks_RH_Default_Temp_3
180,Univariate,AIS,0.46263761839029716,105923,0,7networks_RH_Default_Temp_3
181,Univariate,Entropy,1.4223121924354079,105923,0,7networks_RH_Default_Temp_4
181,Univariate,AIS,0.4190073309621951,105923,0,7networks_RH_Default_Temp_4
182,Univariate,Entropy,1.3553714658247946,105923,0,7networks_RH_Default_Temp_5
182,Univariate,AIS,0.42836065722237215,105923,0,7networks_RH_Default_Temp_5
183,Univariate,Entropy,1.398144349639555,105923,0,7networks_RH_Cont_Temp
183,Univariate,AIS,0.33062871772329405,105923,0,7networks_RH_Cont_Temp
184,Univariate,Entropy,1.4613748384947476,105923,0,7networks_RH_Default_pCun
184,Univariate,AIS,0.45469548266181636,105923,0,7networks_RH_Default_pCun
185,Univariate,Entropy,1.4920753406149512,105923,0,7networks_RH_Cont_Cingm
185,Univariate,AIS,-0.0017090272242565874,105923,0,7networks_RH_Cont_Cingm
186,Univariate,Entropy,1.3883241102887762,105923,0,7networks_RH_Cont_FPole_1
186,Univariate,AIS,0.3327346922061132,105923,0,7networks_RH_Cont_FPole_1
187,Univariate,Entropy,1.4842125923157798,105923,0,7networks_RH_Cont_IPL
187,Univariate,AIS,0.41482684892915156,105923,0,7networks_RH_Cont_IPL
188,Univariate,Entropy,1.4038904070131597,105923,0,7networks_RH_Cont_IPS_1
188,Univariate,AIS,0.5131048321242027,105923,0,7networks_RH_Cont_IPS_1
189,Univariate,Entropy,1.443410076439556,105923,0,7networks_RH_Cont_IPS_2
189,Univariate,AIS,0.3551469559122058,105923,0,7networks_RH_Cont_IPS_2
190,Univariate,Entropy,1.4500013782826269,105923,0,7networks_RH_Cont_IPS_3
190,Univariate,AIS,0.3928168005338568,105923,0,7networks_RH_Cont_IPS_3
191,Univariate,Entropy,1.4698346235375004,105923,0,7networks_RH_Cont_Ins
191,Univariate,AIS,0.4177539107462209,105923,0,7networks_RH_Cont_Ins
192,Univariate,Entropy,1.3585403732357157,105923,0,7networks_RH_Cont_PCC
192,Univariate,AIS,0.4650372976358783,105923,0,7networks_RH_Cont_PCC
193,Univariate,Entropy,1.409714666578986,105923,0,7networks_RH_Cont_PFCd_1
193,Univariate,AIS,0.3937486819315472,105923,0,7networks_RH_Cont_PFCd_1
194,Univariate,Entropy,1.4652389128851482,105923,0,7networks_RH_Cont_PFCl_1
194,Univariate,AIS,0.10979953496867179,105923,0,7networks_RH_Cont_PFCl_1
195,Univariate,Entropy,1.397800027021761,105923,0,7networks_RH_Cont_PFCl_2
195,Univariate,AIS,0.2647435421698896,105923,0,7networks_RH_Cont_PFCl_2
196,Univariate,Entropy,1.4195981507363022,105923,0,7networks_RH_Cont_PFCl_3
196,Univariate,AIS,0.28983889967365606,105923,0,7networks_RH_Cont_PFCl_3
197,Univariate,Entropy,1.511415391356814,105923,0,7networks_RH_DorsAttn_PFCl
197,Univariate,AIS,0.48470638513546405,105923,0,7networks_RH_DorsAttn_PFCl
198,Univariate,Entropy,1.4648138171119998,105923,0,7networks_RH_Cont_PFCv_1
198,Univariate,AIS,0.25257154682052363,105923,0,7networks_RH_Cont_PFCv_1
199,Univariate,Entropy,1.4486422699161636,105923,0,7networks_RH_Cont_PrC
199,Univariate,AIS,0.37769696338897685,105923,0,7networks_RH_Cont_PrC
200,Univariate,Entropy,1.2969141771576718,105923,0,7networks_RH_Cont_TempOcc
200,Univariate,AIS,0.4058094018920091,105923,0,7networks_RH_Cont_TempOcc
201,Univariate,Entropy,1.3964889652044938,105923,0,7networks_RH_Cont_pCun
201,Univariate,AIS,0.31332871879222246,105923,0,7networks_RH_Cont_pCun
202,Univariate,Entropy,1.3842425616342604,105923,0,7networks_RH_Cont_FPole_2
202,Univariate,AIS,0.2513023411721127,105923,0,7networks_RH_Cont_FPole_2
203,Univariate,Entropy,1.481756756028739,105923,0,7networks_RH_Limbic_OFC_1
203,Univariate,AIS,0.31402055388972716,105923,0,7networks_RH_Limbic_OFC_1
204,Univariate,Entropy,1.4071868293133187,105923,0,7networks_RH_Limbic_OFC_2
204,Univariate,AIS,0.38721315357406905,105923,0,7networks_RH_Limbic_OFC_2
205,Univariate,Entropy,1.476590018679257,105923,0,7networks_RH_Limbic_OFC_3
205,Univariate,AIS,0.35731013584361104,105923,0,7networks_RH_Limbic_OFC_3
206,Univariate,Entropy,1.3906540280668764,105923,0,7networks_RH_Limbic_OFC_4
206,Univariate,AIS,0.4344490282728559,105923,0,7networks_RH_Limbic_OFC_4
207,Univariate,Entropy,1.4049248754654826,105923,0,7networks_RH_Limbic_PHC
207,Univariate,AIS,0.3602210731151052,105923,0,7networks_RH_Limbic_PHC
208,Univariate,Entropy,1.345135855298519,105923,0,7networks_RH_SomMot_ST_4
208,Univariate,AIS,0.09379920684649612,105923,0,7networks_RH_SomMot_ST_4
209,Univariate,Entropy,1.4555932888658942,105923,0,7networks_RH_Limbic_TempPole_1
209,Univariate,AIS,0.09303952587997966,105923,0,7networks_RH_Limbic_TempPole_1
210,Univariate,Entropy,1.4695174061505138,105923,0,7networks_RH_Limbic_TempPole_2
210,Univariate,AIS,0.07867431827885163,105923,0,7networks_RH_Limbic_TempPole_2
211,Univariate,Entropy,1.4443117888571733,105923,0,7networks_RH_Limbic_Temp_1
211,Univariate,AIS,0.05431977042250491,105923,0,7networks_RH_Limbic_Temp_1
212,Univariate,Entropy,1.3584954228476978,105923,0,7networks_RH_Limbic_Temp_2
212,Univariate,AIS,0.46975426369992324,105923,0,7networks_RH_Limbic_Temp_2
213,Univariate,Entropy,1.3872518768375022,105923,0,7networks_RH_SalVentAttn_FrMed_1
213,Univariate,AIS,0.3072359374524565,105923,0,7networks_RH_SalVentAttn_FrMed_1
214,Univariate,Entropy,1.5016310310296426,105923,0,7networks_RH_SalVentAttn_FrMed_2
214,Univariate,AIS,-0.01575849666425455,105923,0,7networks_RH_SalVentAttn_FrMed_2
215,Univariate,Entropy,1.4139886699276936,105923,0,7networks_RH_SalVentAttn_FrMed_3
215,Univariate,AIS,0.02734210171527529,105923,0,7networks_RH_SalVentAttn_FrMed_3
216,Univariate,Entropy,1.4314704086536105,105923,0,7networks_RH_SalVentAttn_FrOper
216,Univariate,AIS,0.25968656244899524,105923,0,7networks_RH_SalVentAttn_FrOper
217,Univariate,Entropy,1.4260567076940749,105923,0,7networks_RH_SalVentAttn_IPL_1
217,Univariate,AIS,0.007758021960453831,105923,0,7networks_RH_SalVentAttn_IPL_1
218,Univariate,Entropy,1.4260934929729574,105923,0,7networks_RH_SalVentAttn_IPL_2
218,Univariate,AIS,0.32006088537664024,105923,0,7networks_RH_SalVentAttn_IPL_2
219,Univariate,Entropy,1.3167909965310933,105923,0,7networks_RH_SalVentAttn_Ins_1
219,Univariate,AIS,0.2373563411769659,105923,0,7networks_RH_SalVentAttn_Ins_1
220,Univariate,Entropy,1.390566326880771,105923,0,7networks_RH_SalVentAttn_Ins_2
220,Univariate,AIS,0.2807705416893693,105923,0,7networks_RH_SalVentAttn_Ins_2
221,Univariate,Entropy,1.386048494932738,105923,0,7networks_RH_SalVentAttn_Ins_3
221,Univariate,AIS,0.4458117960790906,105923,0,7networks_RH_SalVentAttn_Ins_3
222,Univariate,Entropy,1.430271531554931,105923,0,7networks_RH_SalVentAttn_Ins_4
222,Univariate,AIS,0.359398419602166,105923,0,7networks_RH_SalVentAttn_Ins_4
223,Univariate,Entropy,1.3341840284008315,105923,0,7networks_RH_SalVentAttn_Ins_5
223,Univariate,AIS,0.3648878682607828,105923,0,7networks_RH_SalVentAttn_Ins_5
224,Univariate,Entropy,1.4000921749907258,105923,0,7networks_RH_SomMot_Ins_5
224,Univariate,AIS,0.37097769667153546,105923,0,7networks_RH_SomMot_Ins_5
225,Univariate,Entropy,1.3708976070838776,105923,0,7networks_RH_Cont_PFCl_5
225,Univariate,AIS,0.3502516945116678,105923,0,7networks_RH_Cont_PFCl_5
226,Univariate,Entropy,1.4636554140923916,105923,0,7networks_RH_SomMot_PostC
226,Univariate,AIS,0.42127380466083775,105923,0,7networks_RH_SomMot_PostC
227,Univariate,Entropy,1.3246210935733211,105923,0,7networks_RH_SalVentAttn_PrCv
227,Univariate,AIS,0.38493105719228105,105923,0,7networks_RH_SalVentAttn_PrCv
228,Univariate,Entropy,1.4615933383035689,105923,0,7networks_RH_SalVentAttn_SPL_1
228,Univariate,AIS,0.2771676984882081,105923,0,7networks_RH_SalVentAttn_SPL_1
229,Univariate,Entropy,1.4424418356590403,105923,0,7networks_RH_SalVentAttn_SPL_2
229,Univariate,AIS,0.2795386017719297,105923,0,7networks_RH_SalVentAttn_SPL_2
230,Univariate,Entropy,1.4461192690255658,105923,0,7networks_RH_SalVentAttn_Temp
230,Univariate,AIS,0.22893502904694163,105923,0,7networks_RH_SalVentAttn_Temp
231,Univariate,Entropy,1.3958594251023584,105923,0,7networks_RH_DorsAttn_IPL
231,Univariate,AIS,0.12669925165727491,105923,0,7networks_RH_DorsAttn_IPL
232,Univariate,Entropy,1.346127108871598,105923,0,7networks_RH_DorsAttn_IPS_1
232,Univariate,AIS,0.1274282084324767,105923,0,7networks_RH_DorsAttn_IPS_1
233,Univariate,Entropy,1.4444559241072472,105923,0,7networks_RH_DorsAttn_IPS_2
233,Univariate,AIS,0.36464219278242016,105923,0,7networks_RH_DorsAttn_IPS_2
234,Univariate,Entropy,1.4505988338714975,105923,0,7networks_RH_DorsAttn_PostC_1
234,Univariate,AIS,0.30473177228642623,105923,0,7networks_RH_DorsAttn_PostC_1
235,Univariate,Entropy,1.4278240183367288,105923,0,7networks_RH_DorsAttn_PostC_2
235,Univariate,AIS,0.3762360859560143,105923,0,7networks_RH_DorsAttn_PostC_2
236,Univariate,Entropy,1.4477890596218934,105923,0,7networks_RH_DorsAttn_PrCd_1
236,Univariate,AIS,0.37817166228159405,105923,0,7networks_RH_DorsAttn_PrCd_1
237,Univariate,Entropy,1.4082117644601766,105923,0,7networks_RH_DorsAttn_PrCd_2
237,Univariate,AIS,0.4019898586669024,105923,0,7networks_RH_DorsAttn_PrCd_2
238,Univariate,Entropy,1.5099987730248206,105923,0,7networks_RH_DorsAttn_PrCv
238,Univariate,AIS,0.3991600814840197,105923,0,7networks_RH_DorsAttn_PrCv
239,Univariate,Entropy,1.425262694407734,105923,0,7networks_RH_DorsAttn_SPL_1
239,Univariate,AIS,0.264049388924982,105923,0,7networks_RH_DorsAttn_SPL_1
240,Univariate,Entropy,1.388481926543247,105923,0,7networks_RH_DorsAttn_SPL_2
240,Univariate,AIS,0.3412439791174906,105923,0,7networks_RH_DorsAttn_SPL_2
241,Univariate,Entropy,1.3956434902347583,105923,0,7networks_RH_DorsAttn_SPL_3
