Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,precentral,Pairwise,0.00022766007912568658,,298051
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,precentral,Pairwise,0.004435291007046427,,298051
ce_kozachenko,lateraloccipital,precentral,Pairwise,1.4642114926952057,,298051
cce_kozachenko,lateraloccipital,precentral,Pairwise,6.024794127688782,,298051
entropy_kozachenko,parsorbitalis,parsorbitalis,Single-process,1.3230408956583215,parsorbitalis,298051
AIS_kraskov,parsorbitalis,parsorbitalis,Single-process,0.05460364576022947,parsorbitalis,298051
je_kozachenko,lateraloccipital,parsorbitalis,Pairwise,2.835242171073659,,298051
si_kozachenko_k-1,lateraloccipital,parsorbitalis,Pairwise,0.13947840518647903,,298051
mi_kraskov_NN-4,lateraloccipital,parsorbitalis,Pairwise,-0.013931909320424651,,298051
tlmi_kraskov_NN-4,lateraloccipital,parsorbitalis,Pairwise,0.016692569487663178,,298051
di_kozachenko,lateraloccipital,parsorbitalis,Pairwise,0.15445848098848902,,298051
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parsorbitalis,Pairwise,0.000595426679904975,,298051
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parsorbitalis,Pairwise,0.015001395264408579,,298051
ce_kozachenko,lateraloccipital,parsorbitalis,Pairwise,1.4056819189276504,,298051
cce_kozachenko,lateraloccipital,parsorbitalis,Pairwise,6.666275538935508,,298051
entropy_kozachenko,inferiorparietal,inferiorparietal,Single-process,1.4430089656341423,inferiorparietal,298051
AIS_kraskov,inferiorparietal,inferiorparietal,Single-process,0.3919943565532078,inferiorparietal,298051
je_kozachenko,lateraloccipital,inferiorparietal,Pairwise,2.8313814064342737,,298051
si_kozachenko_k-1,lateraloccipital,inferiorparietal,Pairwise,0.14876173333607978,,298051
mi_kraskov_NN-4,lateraloccipital,inferiorparietal,Pairwise,0.03252494677946416,,298051
tlmi_kraskov_NN-4,lateraloccipital,inferiorparietal,Pairwise,0.027263939164807738,,298051
di_kozachenko,lateraloccipital,inferiorparietal,Pairwise,0.6868822525877345,,298051
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiorparietal,Pairwise,0.00172733165727529,,298051
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiorparietal,Pairwise,0.01346976042047765,,298051
ce_kozachenko,lateraloccipital,inferiorparietal,Pairwise,1.4018240379821205,,298051
cce_kozachenko,lateraloccipital,inferiorparietal,Pairwise,5.391727562837199,,298051
entropy_kozachenko,precuneus,precuneus,Single-process,1.3754602754883054,precuneus,298051
AIS_kraskov,precuneus,precuneus,Single-process,0.43202379443908345,precuneus,298051
je_kozachenko,lateraloccipital,precuneus,Pairwise,2.814150637358112,,298051
